Video,Frame,Persona,Articulación,X,Y,Confianza
0,5,0,14,723.24664,618.4966,0.8784998
0,5,0,15,817.65216,272.98914,0.9421369
0,5,0,16,812.4121,278.22113,0.10939545
0,5,0,17,796.74866,262.4341,0.90010315
0,5,0,18,0.0,0.0,0.0
0,5,0,19,760.1221,655.11847,0.51912236
0,5,0,20,765.1094,644.87524,0.52736646
0,5,0,21,702.5147,629.02655,0.5748278
0,5,0,22,765.2602,655.2462,0.8719138
0,5,0,23,739.2371,655.2724,0.8626572
0,5,0,24,707.7405,629.1511,0.8252727
0,6,0,0,822.82697,309.52576,0.9380845
0,6,0,1,775.5197,319.88556,0.87694854
0,6,0,2,765.1427,314.72,0.8707476
0,6,0,3,734.0009,304.27426,0.8647841
0,6,0,4,754.69586,262.28693,0.78442883
0,6,0,5,781.0575,325.27264,0.83577186
0,6,0,6,775.7162,299.01624,0.56937116
0,6,0,7,765.34174,267.48962,0.6100274
0,6,0,8,744.23895,445.60318,0.87880546
0,6,0,9,733.70465,440.58377,0.9410193
0,6,0,10,739.2297,550.51086,0.91686153
0,6,0,11,723.1668,650.04315,0.9266626
0,6,0,12,759.87823,445.72812,0.862806
0,6,0,13,749.61,555.6017,0.8702533
0,6,0,14,718.22577,644.69556,0.8713831
0,6,0,15,822.7162,299.05154,0.930487
0,6,0,16,822.9651,304.43417,0.14984718
0,6,0,17,801.99475,283.35858,0.8869515
0,6,0,18,0.0,0.0,0.0
0,6,0,19,754.82074,681.2887,0.49463576
0,6,0,20,760.00616,671.0471,0.47878912
0,6,0,21,702.4344,649.93713,0.5513649
0,6,0,22,759.9503,681.54675,0.91525936
0,6,0,23,739.00616,686.5521,0.92228174
0,6,0,24,707.6635,660.3883,0.854374
0,7,0,0,823.0043,330.5223,0.92686176
0,7,0,1,770.52454,340.93164,0.8445955
0,7,0,2,770.32635,335.59967,0.8234344
0,7,0,3,739.08234,340.92572,0.7563453
0,7,0,4,728.6711,320.0067,0.6457945
0,7,0,5,775.71625,346.1304,0.7904811
0,7,0,6,754.72327,319.9322,0.40565088
0,7,0,7,739.0636,309.51132,0.43996596
0,7,0,8,744.17334,476.9884,0.88607955
0,7,0,9,733.94476,472.02594,0.92149574
0,7,0,10,749.46796,576.5369,0.90413105
0,7,0,11,723.15533,676.27014,0.8969667
0,7,0,12,749.6394,477.05942,0.8691018
0,7,0,13,754.6949,576.75964,0.85982496
0,7,0,14,723.27136,670.9311,0.87304527
0,7,0,15,822.9162,319.9546,0.9517161
0,7,0,16,817.43384,325.31247,0.10611121
0,7,0,17,807.0034,309.41214,0.94536567
0,7,0,18,0.0,0.0,0.0
0,7,0,19,765.1016,707.5587,0.5224947
0,7,0,20,765.06366,697.0964,0.53211504
0,7,0,21,702.503,681.19855,0.5782052
0,7,0,22,760.04065,707.70355,0.8532496
0,7,0,23,739.11066,712.71985,0.85344017
0,7,0,24,707.60236,686.5861,0.8552777
0,8,0,0,833.3338,361.81308,0.9126253
0,8,0,1,781.1051,377.57718,0.850563
0,8,0,2,775.5941,367.29114,0.88061535
0,8,0,3,744.306,388.03503,0.8170214
0,8,0,4,728.39636,372.5016,0.74059284
0,8,0,5,801.9547,382.80853,0.84647137
0,8,0,6,765.27594,377.5812,0.56951517
0,8,0,7,733.8769,361.91553,0.55193764
0,8,0,8,749.6618,508.46948,0.88127106
0,8,0,9,738.9574,503.35583,0.9089063
0,8,0,10,754.6721,608.091,0.94001997
0,8,0,11,718.20856,702.48773,0.8939951
0,8,0,12,765.2886,508.62885,0.90754795
0,8,0,13,759.8305,608.20087,0.89192516
0,8,0,14,723.4304,702.33563,0.8786046
0,8,0,15,833.20215,351.52795,0.92993283
0,8,0,16,822.8888,356.54004,0.10435943
0,8,0,17,812.31854,346.09317,0.9402287
0,8,0,18,0.0,0.0,0.0
0,8,0,19,765.0961,733.9663,0.5749045
0,8,0,20,765.2041,728.62415,0.5825936
0,8,0,21,707.6188,712.818,0.53970873
0,8,0,22,765.09155,738.95,0.8813089
0,8,0,23,739.0468,739.00916,0.8761309
0,8,0,24,707.49976,717.9202,0.8475496
0,9,0,0,838.69995,398.5197,0.937083
0,9,0,1,780.96674,409.13025,0.84420574
0,9,0,2,775.6754,403.88586,0.88153505
0,9,0,3,733.75775,424.6901,0.90033114
0,9,0,4,702.4134,445.66425,0.8555753
0,9,0,5,796.6814,414.33603,0.7728127
0,9,0,6,749.5982,424.68417,0.26253015
0,9,0,7,717.98553,430.02927,0.19238164
0,9,0,8,754.8772,545.2392,0.88523126
0,9,0,9,739.0497,540.13995,0.90390724
0,9,0,10,754.71387,644.8597,0.92755175
0,9,0,11,728.36066,739.2319,0.90182173
0,9,0,12,770.50934,545.3264,0.9260912
0,9,0,13,759.9754,644.93176,0.8791422
0,9,0,14,728.51874,733.9218,0.8784113
0,9,0,15,838.47046,388.1649,0.9351744
0,9,0,16,838.4554,393.2626,0.109384544
0,9,0,17,812.2791,377.55173,0.9274138
0,9,0,18,0.0,0.0,0.0
0,9,0,19,770.40686,770.3154,0.5473692
0,9,0,20,770.30096,765.03064,0.5159539
0,9,0,21,712.7898,744.1819,0.5531055
0,9,0,22,765.2978,770.5899,0.8877412
0,9,0,23,744.33344,775.6083,0.8763769
0,9,0,24,712.86444,754.60535,0.8645547
0,10,0,0,849.0134,430.11035,0.93833256
0,10,0,1,791.3402,445.78326,0.8466936
0,10,0,2,786.20233,440.5229,0.9153533
0,10,0,3,738.98334,471.7535,0.9345129
0,10,0,4,707.5307,503.41592,0.89520353
0,10,0,5,801.7604,450.9516,0.81384116
0,10,0,6,749.62555,487.64612,0.25772458
0,10,0,7,733.83606,503.34622,0.12327655
0,10,0,8,754.84,576.7358,0.8631515
0,10,0,9,744.2139,576.59607,0.88951546
0,10,0,10,759.86664,681.4478,0.9083946
0,10,0,11,728.5404,786.2087,0.9143387
0,10,0,12,765.3592,576.82385,0.88602823
0,10,0,13,759.8591,681.5252,0.86592084
0,10,0,14,728.6902,775.8642,0.84653914
0,10,0,15,843.84503,419.54547,0.9116312
0,10,0,16,848.9228,430.1379,0.08262607
0,10,0,17,817.65826,409.1198,0.9527769
0,10,0,18,0.0,0.0,0.0
0,10,0,19,775.6338,801.87225,0.4683874
0,10,0,20,770.38257,796.5846,0.43700114
0,10,0,21,712.8965,786.1928,0.49947357
0,10,0,22,770.47015,807.296,0.8883333
0,10,0,23,754.6531,812.4763,0.89583063
0,10,0,24,717.9648,796.7786,0.8886154
0,11,0,0,854.0572,471.9693,0.9051307
0,11,0,1,791.3113,487.66364,0.8214878
0,11,0,2,796.7024,482.5091,0.92957973
0,11,0,3,749.60974,519.0419,0.9240346
0,11,0,4,723.1714,560.7587,0.93636554
0,11,0,5,786.2875,487.80322,0.7735735
0,11,0,6,744.25336,534.72656,0.29417893
0,11,0,7,718.19543,561.1407,0.19176306
0,11,0,8,754.8014,623.78455,0.816486
0,11,0,9,754.77936,623.7031,0.85247386
0,11,0,10,759.9548,728.73676,0.9002079
0,11,0,11,733.8291,833.22375,0.88691646
0,11,0,12,759.8247,623.75085,0.8232479
0,11,0,13,754.80707,728.56476,0.85701793
0,11,0,14,733.91595,823.00244,0.86192286
0,11,0,15,849.06683,461.35977,0.88850075
0,11,0,16,843.84033,466.61578,0.051629882
0,11,0,17,827.9965,451.06424,0.9216954
0,11,0,18,0.0,0.0,0.0
0,11,0,19,781.0854,843.88434,0.5255595
0,11,0,20,775.81384,838.59863,0.4961014
0,11,0,21,718.1051,838.58966,0.48475438
0,11,0,22,780.9723,849.05457,0.88667375
0,11,0,23,765.30554,854.29645,0.89534074
0,11,0,24,723.3234,843.91034,0.8762306
0,12,0,0,854.37115,518.9711,0.90721095
0,12,0,1,791.3879,534.91736,0.8182724
0,12,0,2,801.8588,534.8152,0.926494
0,12,0,3,749.65234,576.8027,0.89989954
0,12,0,4,718.1755,644.80316,0.8897555
0,12,0,5,781.10846,534.85895,0.7985836
0,12,0,6,733.9592,592.2275,0.5465842
0,12,0,7,697.21185,629.0689,0.5811784
0,12,0,8,754.892,665.7671,0.79406327
0,12,0,9,754.87036,665.8209,0.8512738
0,12,0,10,759.9188,775.8547,0.9111875
0,12,0,11,738.9867,885.56323,0.8927213
0,12,0,12,754.8737,665.6556,0.79803306
0,12,0,13,759.9477,775.5985,0.86076504
0,12,0,14,739.23,870.00806,0.80199623
0,12,0,15,854.194,508.41772,0.89998704
0,12,0,16,0.0,0.0,0.0
0,12,0,17,828.2152,498.18137,0.91970694
0,12,0,18,0.0,0.0,0.0
0,12,0,19,796.6843,885.8074,0.47296783
0,12,0,20,786.2749,880.5374,0.43354797
0,12,0,21,728.42786,880.5179,0.38110748
0,12,0,22,796.5707,891.04126,0.8845014
0,12,0,23,775.8627,901.2987,0.88427514
0,12,0,24,728.41547,896.0871,0.870189
0,13,0,0,859.4101,566.0234,0.8943527
0,13,0,1,801.7942,592.47845,0.8510714
0,13,0,2,796.80316,597.50714,0.933996
0,13,0,3,759.95465,649.9703,0.9057173
0,13,0,4,728.53326,707.68036,0.85543674
0,13,0,5,796.782,592.3394,0.8099803
0,13,0,6,749.5818,650.07007,0.553554
0,13,0,7,718.0593,697.0725,0.5540508
0,13,0,8,759.9477,723.1818,0.8010115
0,13,0,9,759.8219,723.20886,0.8707134
0,13,0,10,760.0347,833.22424,0.8838277
0,13,0,11,739.1167,938.1512,0.9064388
0,13,0,12,760.05334,723.1837,0.812741
0,13,0,13,760.0794,822.8838,0.79340696
0,13,0,14,754.7309,922.4659,0.76144767
0,13,0,15,854.31244,555.68427,0.89949703
0,13,0,16,854.24475,560.89526,0.055006642
0,13,0,17,828.23016,555.5981,0.9324442
0,13,0,18,0.0,0.0,0.0
0,13,0,19,812.27704,922.48,0.5277274
0,13,0,20,796.67944,922.2951,0.4659927
0,13,0,21,744.3117,932.82587,0.3961302
0,13,0,22,791.41547,938.1342,0.7677971
0,13,0,23,780.84314,948.4864,0.7675128
0,13,0,24,728.6901,948.54956,0.85373724
0,14,0,0,859.3868,613.2598,0.89788425
0,14,0,1,801.7548,644.8664,0.8552182
0,14,0,2,796.80634,649.96906,0.934358
0,14,0,3,760.0897,712.9217,0.8959785
0,14,0,4,733.7382,775.68384,0.9633591
0,14,0,5,796.6197,644.559,0.79931897
0,14,0,6,765.106,712.79156,0.23305795
0,14,0,7,738.9548,760.1388,0.2114943
0,14,0,8,760.01636,781.0225,0.80873317
0,14,0,9,760.06494,786.0404,0.8791485
0,14,0,10,760.1148,891.03754,0.85294557
0,14,0,11,734.02094,985.3149,0.784505
0,14,0,12,760.0661,780.90594,0.80856305
0,14,0,13,759.94855,885.7409,0.74542636
0,14,0,14,733.8406,969.3986,0.6737291
0,14,0,15,854.2073,602.89703,0.9159898
0,14,0,16,854.15265,603.0474,0.0666594
0,14,0,17,828.08044,602.9406,0.9752525
0,14,0,18,0.0,0.0,0.0
0,14,0,19,760.07965,980.0569,0.23618582
0,14,0,20,760.0397,974.805,0.23621967
0,14,0,21,712.99713,969.5409,0.39219555
0,14,0,22,775.6194,995.8144,0.50851566
0,14,0,23,760.11646,1006.257,0.49466172
0,14,0,24,728.45135,995.80286,0.6556992
0,15,0,0,859.4675,660.3638,0.9212784
0,15,0,1,807.0424,697.1901,0.90549225
0,15,0,2,791.50885,697.17786,0.9229024
0,15,0,3,759.92645,760.118,0.9154242
0,15,0,4,744.19244,823.04517,0.9354757
0,15,0,5,817.4747,697.1303,0.906309
0,15,0,6,775.79834,760.0441,0.28674376
0,15,0,7,770.4645,817.5268,0.24825606
0,15,0,8,765.17163,828.1376,0.8230081
0,15,0,9,754.68555,828.1362,0.84774125
0,15,0,10,760.11346,938.1835,0.8022182
0,15,0,11,754.7215,1016.6503,0.21379542
0,15,0,12,770.6387,828.135,0.8364147
0,15,0,13,775.51556,932.95154,0.7766139
0,15,0,14,754.8248,1000.8245,0.22657038
0,15,0,15,854.2928,649.9933,0.94721556
0,15,0,16,854.28937,655.3034,0.062230602
0,15,0,17,828.15247,649.96564,0.9802158
0,15,0,18,0.0,0.0,0.0
0,15,0,19,0.0,0.0,0.0
0,15,0,20,0.0,0.0,0.0
0,15,0,21,759.92755,1000.8472,0.16745634
0,15,0,22,0.0,0.0,0.0
0,15,0,23,0.0,0.0,0.0
0,15,0,24,749.57184,1021.819,0.18341681
0,16,0,0,859.5409,697.042,0.90953434
0,16,0,1,806.9827,738.8841,0.8902588
0,16,0,2,791.5378,733.8818,0.9196022
0,16,0,3,765.12823,801.7364,0.9275194
0,16,0,4,765.1522,864.8209,0.9644181
0,16,0,5,812.563,738.9544,0.89379793
0,16,0,6,786.1588,802.0233,0.22704396
0,16,0,7,770.51733,859.7024,0.18751022
0,16,0,8,765.22736,869.9499,0.7683735
0,16,0,9,759.9208,869.9735,0.84831136
0,16,0,10,770.3151,974.8475,0.6318771
0,16,0,11,754.8222,1032.3694,0.055255156
0,16,0,12,770.59845,869.8904,0.76851076
0,16,0,13,770.4686,969.4898,0.49677432
0,16,0,14,739.1096,1021.9356,0.07341474
0,16,0,15,854.4043,686.7367,0.94181377
0,16,0,16,0.0,0.0,0.0
0,16,0,17,828.2314,686.6536,0.9747408
0,16,0,18,0.0,0.0,0.0
0,16,0,19,0.0,0.0,0.0
0,16,0,20,0.0,0.0,0.0
0,16,0,21,744.2405,1027.0763,0.057173908
0,16,0,22,0.0,0.0,0.0
0,16,0,23,0.0,0.0,0.0
0,16,0,24,759.90967,1042.8992,0.051757127
0,17,0,0,854.43585,717.94464,0.84820765
0,17,0,1,806.94116,754.65594,0.8154604
0,17,0,2,801.867,754.6045,0.8924832
0,17,0,3,770.3833,812.29236,0.966147
0,17,0,4,780.84766,885.7091,0.9164414
0,17,0,5,812.22186,754.7485,0.81732523
0,17,0,6,754.8307,812.4985,0.39659065
0,17,0,7,744.2794,864.6209,0.3779508
0,17,0,8,775.62555,890.87445,0.7543955
0,17,0,9,770.4641,890.92114,0.9016516
0,17,0,10,770.64465,985.05597,0.61654437
0,17,0,11,0.0,0.0,0.0
0,17,0,12,780.8593,890.8387,0.7114362
0,17,0,13,781.03284,974.78467,0.46039405
0,17,0,14,0.0,0.0,0.0
0,17,0,15,854.1694,702.4618,0.8949752
0,17,0,16,0.0,0.0,0.0
0,17,0,17,828.2346,697.30585,0.96228224
0,17,0,18,0.0,0.0,0.0
0,17,0,19,0.0,0.0,0.0
0,17,0,20,0.0,0.0,0.0
0,17,0,21,0.0,0.0,0.0
0,17,0,22,0.0,0.0,0.0
0,17,0,23,0.0,0.0,0.0
0,17,0,24,0.0,0.0,0.0
0,18,0,0,859.41473,697.1749,0.9022349
0,18,0,1,812.2906,739.1276,0.85187525
0,18,0,2,812.1447,738.9727,0.91593075
0,18,0,3,775.7134,802.01276,0.9185751
0,18,0,4,791.3238,875.2722,0.8368316
0,18,0,5,812.46765,738.95337,0.8442687
0,18,0,6,770.45404,796.7388,0.6944793
0,18,0,7,739.1191,854.4725,0.7181817
0,18,0,8,780.8424,885.7538,0.75332594
0,18,0,9,775.8845,885.75,0.8608617
0,18,0,10,781.1106,990.323,0.49654368
0,18,0,11,0.0,0.0,0.0
0,18,0,12,780.9899,885.69653,0.75094515
0,18,0,13,786.18304,980.01215,0.37927622
0,18,0,14,0.0,0.0,0.0
0,18,0,15,854.243,691.71277,0.92701775
0,18,0,16,854.16394,697.0534,0.06233674
0,18,0,17,828.1584,691.7772,0.98578715
0,18,0,18,0.0,0.0,0.0
0,18,0,19,0.0,0.0,0.0
0,18,0,20,0.0,0.0,0.0
0,18,0,21,0.0,0.0,0.0
0,18,0,22,0.0,0.0,0.0
0,18,0,23,0.0,0.0,0.0
0,18,0,24,0.0,0.0,0.0
0,19,0,0,864.6921,670.91956,0.89943194
0,19,0,1,817.50336,712.8427,0.83775723
0,19,0,2,812.516,712.89716,0.9199275
0,19,0,3,780.8786,775.528,0.9380613
0,19,0,4,807.148,843.904,0.8917036
0,19,0,5,817.754,712.88226,0.79254985
0,19,0,6,780.89056,770.5285,0.532687
0,19,0,7,744.42993,828.17865,0.48479024
0,19,0,8,781.099,849.0921,0.7662109
0,19,0,9,781.1208,849.12195,0.8711074
0,19,0,10,780.8568,959.1539,0.667374
0,19,0,11,759.8862,1011.45325,0.09190835
0,19,0,12,781.0298,849.04755,0.73985374
0,19,0,13,759.8989,943.3629,0.43848976
0,19,0,14,718.132,990.5015,0.11423586
0,19,0,15,859.50323,660.3973,0.9277751
0,19,0,16,859.45233,681.19,0.078980245
0,19,0,17,838.5133,660.381,0.93374455
0,19,0,18,0.0,0.0,0.0
0,19,0,19,0.0,0.0,0.0
0,19,0,20,0.0,0.0,0.0
0,19,0,21,0.0,0.0,0.0
0,19,0,22,0.0,0.0,0.0
0,19,0,23,0.0,0.0,0.0
0,19,0,24,749.6098,1016.6849,0.09156684
0,20,0,0,875.19977,623.9193,0.8164995
0,20,0,1,827.95294,660.5993,0.8055184
0,20,0,2,822.80646,660.56335,0.90684587
0,20,0,3,796.5536,723.3099,0.9077274
0,20,0,4,827.9632,786.1639,0.91885805
0,20,0,5,833.338,660.57623,0.79299974
0,20,0,6,801.87836,728.5055,0.33597523
0,20,0,7,833.3732,780.8854,0.32823887
0,20,0,8,796.71106,801.78674,0.7641255
0,20,0,9,796.6686,801.8633,0.87695146
0,20,0,10,781.13165,911.94324,0.777384
0,20,0,11,765.10034,995.82166,0.416966
0,20,0,12,801.75476,801.73376,0.7766414
0,20,0,13,786.16724,911.8667,0.6959806
0,20,0,14,765.2106,990.4034,0.37108386
0,20,0,15,869.9752,613.2664,0.8843366
0,20,0,16,0.0,0.0,0.0
0,20,0,17,849.14233,613.2157,0.98386705
0,20,0,18,0.0,0.0,0.0
0,20,0,19,0.0,0.0,0.0
0,20,0,20,0.0,0.0,0.0
0,20,0,21,765.1249,990.50867,0.33156493
0,20,0,22,770.42255,995.5982,0.27177238
0,20,0,23,765.14606,1000.93225,0.27548736
0,20,0,24,759.9268,1000.86096,0.36713225
0,21,0,0,885.6376,571.6254,0.8781509
0,21,0,1,833.2078,608.25214,0.86193657
0,21,0,2,828.1053,608.2251,0.9242674
0,21,0,3,817.415,676.0946,0.9245801
0,21,0,4,849.164,728.3247,0.9403183
0,21,0,5,833.3456,608.2645,0.81855476
0,21,0,6,833.29065,681.2857,0.2385126
0,21,0,7,854.277,723.2041,0.23712373
0,21,0,8,807.2762,744.2616,0.8021204
0,21,0,9,812.12476,744.2875,0.88322115
0,21,0,10,801.8167,854.43994,0.8608511
0,21,0,11,775.7682,958.9927,0.85441345
0,21,0,12,812.2893,744.2536,0.80680907
0,21,0,13,801.792,854.1302,0.77726364
0,21,0,14,786.158,943.33325,0.74289316
0,21,0,15,880.3917,566.03735,0.9107635
0,21,0,16,0.0,0.0,0.0
0,21,0,17,859.3012,560.964,0.9973056
0,21,0,18,0.0,0.0,0.0
0,21,0,19,833.3955,948.4855,0.3313385
0,21,0,20,822.80304,943.3591,0.3269904
0,21,0,21,770.5854,948.7313,0.4075465
0,21,0,22,817.5963,964.3759,0.58214825
0,21,0,23,807.15845,974.8208,0.5831301
0,21,0,24,765.3701,969.5526,0.73902965
0,22,0,0,896.0887,524.3316,0.89280504
0,22,0,1,848.9334,560.7873,0.87431175
0,22,0,2,843.62067,560.81683,0.9489457
0,22,0,3,833.24774,618.5346,0.8942986
0,22,0,4,870.1395,660.39844,0.9036114
0,22,0,5,854.233,560.99695,0.8678363
0,22,0,6,849.0,618.72687,0.4071488
0,22,0,7,870.02905,660.43744,0.46095532
0,22,0,8,822.7009,686.8094,0.87287813
0,22,0,9,817.4981,686.82385,0.93493444
0,22,0,10,807.23016,796.6724,0.8723263
0,22,0,11,786.0619,901.3245,0.88768417
0,22,0,12,828.1633,686.78076,0.8419982
0,22,0,13,812.50073,796.5823,0.87362224
0,22,0,14,791.3827,891.0903,0.8008868
0,22,0,15,890.9845,518.8738,0.8995399
0,22,0,16,0.0,0.0,0.0
0,22,0,17,864.8697,513.7977,0.9414462
0,22,0,18,0.0,0.0,0.0
0,22,0,19,828.2263,912.01056,0.43748364
0,22,0,20,828.016,906.5308,0.41471928
0,22,0,21,775.67566,901.5478,0.41010708
0,22,0,22,828.0663,922.2191,0.8170879
0,22,0,23,812.4321,927.5528,0.8387377
0,22,0,24,775.5873,911.92505,0.83274436
0,23,0,0,901.3464,482.25095,0.9539464
0,23,0,1,854.2275,508.527,0.8547097
0,23,0,2,849.062,503.4117,0.8971715
0,23,0,3,848.92114,560.83405,0.9218116
0,23,0,4,901.3235,597.4613,0.9030328
0,23,0,5,859.5221,513.7647,0.8323322
0,23,0,6,854.3891,566.12024,0.3510024
0,23,0,7,890.9674,597.45087,0.23381944
0,23,0,8,828.2372,634.14197,0.8384161
0,23,0,9,822.96045,629.1687,0.9101704
0,23,0,10,817.8048,733.6874,0.92038286
0,23,0,11,807.0231,848.8824,0.8758801
0,23,0,12,838.55664,634.2044,0.83654416
0,23,0,13,822.79254,733.63104,0.84571046
0,23,0,14,796.7948,822.93555,0.7787663
0,23,0,15,896.2182,471.94354,0.9390168
0,23,0,16,896.26105,477.3498,0.10650134
0,23,0,17,870.0021,466.70554,0.92297983
0,23,0,18,0.0,0.0,0.0
