frame,joint_0_x,joint_0_y,joint_1_x,joint_1_y,joint_2_x,joint_2_y,joint_3_x,joint_3_y,joint_4_x,joint_4_y,joint_5_x,joint_5_y,joint_6_x,joint_6_y,joint_7_x,joint_7_y,joint_8_x,joint_8_y,joint_9_x,joint_9_y,joint_10_x,joint_10_y,joint_11_x,joint_11_y,joint_12_x,joint_12_y,joint_13_x,joint_13_y,joint_14_x,joint_14_y,joint_15_x,joint_15_y,joint_16_x,joint_16_y,joint_17_x,joint_17_y,joint_18_x,joint_18_y,joint_19_x,joint_19_y,joint_20_x,joint_20_y,joint_21_x,joint_21_y,joint_22_x,joint_22_y,joint_23_x,joint_23_y,joint_24_x,joint_24_y
10,-0.36199927,1.5504789,-0.34462744,1.408598,-0.16623402,1.3744825,0.08547461,1.3108115,0.32748884,1.3350782,-0.55354893,1.3825868,-0.7902428,1.293853,-1.041287,1.342314,-0.35839555,0.8855878,-0.28986397,0.7733487,-0.22690001,0.441939,-0.25181448,0.05118668,-0.42259723,0.78287965,-0.50054175,0.43618405,-0.4583664,0.05247152,-0.3404936,1.6113234,-0.40783557,1.610445,,,,,-0.5404775,0.017984867,,,,,-0.17397696,0.008835316,,,,
11,-0.36201867,1.5504662,-0.344673,1.4086053,-0.16627327,1.3744874,0.0854052,1.3107498,0.3274441,1.334938,-0.55358523,1.3826001,-0.79030955,1.2939724,-1.0413474,1.3424667,-0.35842633,0.88558614,-0.28990003,0.77334374,-0.22693285,0.44193143,-0.25180525,0.05116105,-0.42263174,0.78288245,-0.5005864,0.43618208,-0.45839462,0.05245757,-0.34045997,1.6113484,-0.40780485,1.6104841,,,,,-0.54049444,0.017980576,,,,,-0.17398603,0.008818507,,,,
12,-0.36207104,1.5504601,-0.34473854,1.4086193,-0.16632634,1.374496,0.08532131,1.3107038,0.3273911,1.3347982,-0.5536414,1.3826027,-0.79039747,1.2940866,-1.0414257,1.3426316,-0.3584579,0.8855935,-0.28993344,0.77334994,-0.22695087,0.44193566,-0.25180405,0.051151574,-0.42266354,0.7828927,-0.5006305,0.43618727,-0.45842418,0.052446306,-0.34046292,1.6113718,-0.40780985,1.610533,,,,,-0.5405048,0.017981827,,,,,-0.17399813,0.0087924,,,,
13,-0.36215615,1.550463,-0.3448134,1.4086375,-0.16638234,1.374506,0.08523759,1.3106776,0.32734084,1.3346751,-0.5537065,1.3825936,-0.7904966,1.2941906,-1.0415145,1.342789,-0.35849074,0.88561213,-0.28996432,0.77336967,-0.22695497,0.44195473,-0.25182977,0.051166177,-0.42269298,0.782912,-0.5006765,0.4362033,-0.45845914,0.05244434,-0.3405062,1.6113839,-0.407854,1.6105835,,,,,-0.54051477,0.017990828,,,,,-0.17402099,0.008764446,,,,
14,-0.36224976,1.5504785,-0.3448913,1.4086559,-0.16644087,1.3745216,0.08515191,1.3106661,0.32728764,1.3345752,-0.55377483,1.3825731,-0.7906015,1.2942867,-1.0416108,1.3429302,-0.35852557,0.88563484,-0.2899967,0.77339363,-0.2269514,0.44197977,-0.25186017,0.05118835,-0.42272383,0.78293496,-0.50072247,0.4362228,-0.45849317,0.052446425,-0.34055823,1.6113974,-0.40790713,1.6106312,,,,,-0.54052454,0.018009126,,,,,-0.1740403,0.008742452,,,,
15,-0.3623416,1.5504994,-0.34497318,1.4086745,-0.16650635,1.3745462,0.08506015,1.3106687,0.3272265,1.3345003,-0.5538459,1.3825495,-0.79070866,1.294377,-1.0417111,1.3430576,-0.35855883,0.88565713,-0.2900263,0.7734179,-0.22694817,0.44200504,-0.25187752,0.051207602,-0.4227519,0.78295684,-0.5007657,0.43624046,-0.45851836,0.052448094,-0.34061056,1.6114178,-0.4079606,1.6106827,,,,,-0.54053223,0.018034399,,,,,-0.17405087,0.00872916,,,,
16,-0.3624378,1.5505213,-0.34505892,1.4086974,-0.16657814,1.3745859,0.08496308,1.3106861,0.32715914,1.3344477,-0.5539181,1.3825254,-0.79081297,1.2944548,-1.0418075,1.3431766,-0.35858756,0.88568103,-0.29004928,0.77344507,-0.22694673,0.44203186,-0.2518894,0.051228225,-0.42277354,0.78297913,-0.50080824,0.43625936,-0.4585341,0.05245197,-0.3406549,1.6114464,-0.4080066,1.6107469,,,,,-0.54053515,0.018059611,,,,,-0.17405865,0.008723795,,,,
17,-0.3625067,1.5505755,-0.3451434,1.4087304,-0.16665065,1.374639,0.084867686,1.3107194,0.32709193,1.3344197,-0.55398494,1.3825097,-0.7909068,1.2945182,-1.0418924,1.3432878,-0.3586115,0.88570976,-0.29006526,0.77347845,-0.22694656,0.44206333,-0.2518995,0.0512532,-0.42278835,0.78300506,-0.5008465,0.43628168,-0.45854,0.05246067,-0.3406735,1.6114947,-0.40802738,1.61082,,,,,-0.5405345,0.018086612,,,,,-0.17406222,0.008725822,,,,
18,-0.3625788,1.5506284,-0.34522727,1.4087703,-0.16672802,1.3747005,0.084771305,1.3107679,0.32702333,1.3344197,-0.55404854,1.3825102,-0.790988,1.2945694,-1.0419652,1.3433833,-0.3586292,0.8857386,-0.29007304,0.7735133,-0.2269479,0.44209468,-0.25190073,0.05127585,-0.42279518,0.7830303,-0.500875,0.43630165,-0.45853412,0.052469373,-0.3406885,1.6115584,-0.40804458,1.6109157,,,,,-0.5405298,0.018111229,,,,,-0.17405687,0.008735001,,,,
19,-0.36261705,1.5506945,-0.3453011,1.4088061,-0.16680448,1.3747597,0.08467886,1.3108158,0.32695708,1.3344365,-0.55410194,1.3825216,-0.7910528,1.2946099,-1.0420218,1.3434677,-0.3586384,0.8857638,-0.29007098,0.7735454,-0.22695498,0.4421209,-0.2518891,0.05128789,-0.4227924,0.783051,-0.5009007,0.43631792,-0.45852166,0.052476645,-0.3406762,1.611635,-0.4080348,1.6110086,,,,,-0.54052234,0.018133223,,,,,-0.17403972,0.00875473,,,,
20,-0.36264062,1.5507538,-0.3453677,1.4088347,-0.1668818,1.3748281,0.084584594,1.3108625,0.3268886,1.3344634,-0.55414927,1.3825337,-0.7911061,1.2946404,-1.0420665,1.3435432,-0.35864222,0.8857854,-0.29006565,0.77357244,-0.22697051,0.4421404,-0.25186658,0.051289022,-0.42278633,0.78306895,-0.50092673,0.4363314,-0.45850515,0.052483976,-0.34065688,1.6117097,-0.40801793,1.6110911,,,,,-0.5405097,0.018149078,,,,,-0.17401333,0.008778691,,,,
21,-0.3626369,1.5508235,-0.34542862,1.4088612,-0.16696112,1.3748913,0.08449185,1.3109214,0.3268187,1.3345088,-0.5541935,1.3825538,-0.7911439,1.2946916,-1.042098,1.3436239,-0.35864517,0.8858127,-0.2900596,0.7736049,-0.22699767,0.4421627,-0.25184277,0.051292837,-0.42277947,0.78309226,-0.5009563,0.43634918,-0.4584774,0.052499473,-0.3406222,1.6118019,-0.40798563,1.6111765,,,,,-0.5404901,0.01815635,,,,,-0.17398527,0.008805931,,,,
22,-0.36262864,1.5508829,-0.34547532,1.4088835,-0.16703498,1.3749771,0.08439478,1.3109431,0.32674772,1.3345972,-0.5542557,1.3825552,-0.791252,1.2946379,-1.0421929,1.3436452,-0.35865423,0.8858388,-0.29006767,0.77363116,-0.22703585,0.44218066,-0.25181407,0.05129081,-0.42278665,0.78311765,-0.5009818,0.43636823,-0.45844853,0.052518666,-0.34060445,1.6118801,-0.40796924,1.6112397,,,,,-0.540467,0.018155217,,,,,-0.17396373,0.008844018,,,,
23,-0.36262178,1.5509347,-0.3455216,1.4088973,-0.16710031,1.3750042,0.084328055,1.310987,0.32669312,1.3346778,-0.55429167,1.3825935,-0.79129004,1.2946956,-1.0422394,1.3436602,-0.35866645,0.88585556,-0.29008162,0.77364653,-0.22707117,0.44219056,-0.2517739,0.051278353,-0.42279994,0.7831353,-0.50100005,0.43637896,-0.45842496,0.052530646,-0.3406069,1.6119523,-0.40797216,1.6112895,,,,,-0.54044855,0.018156707,,,,,-0.17393383,0.008881748,,,,
24,-0.36258355,1.5509946,-0.3455667,1.4089065,-0.16717018,1.375026,0.08425352,1.311022,0.32663187,1.3347634,-0.55434626,1.3826067,-0.7913455,1.2947227,-1.0422958,1.3436817,-0.35867953,0.8858653,-0.29009986,0.7736529,-0.2271197,0.4421897,-0.25171044,0.051244378,-0.42281696,0.78314817,-0.5010207,0.43638122,-0.45840168,0.052535117,-0.34059998,1.6120453,-0.40796477,1.6113495,,,,,-0.5404335,0.018146694,,,,,-0.17389646,0.008920133,,,,
25,-0.36255997,1.5510366,-0.34561297,1.4089097,-0.16723976,1.3750427,0.08418068,1.3110621,0.32657045,1.3348434,-0.554409,1.3826032,-0.7914125,1.2947383,-1.0423642,1.3436897,-0.3586944,0.8858656,-0.29012138,0.7736491,-0.22717363,0.44217846,-0.2516478,0.051200032,-0.42283738,0.78315276,-0.5010396,0.43637502,-0.4583887,0.052529573,-0.34061506,1.612133,-0.40797868,1.6114058,,,,,-0.5404238,0.018126428,,,,,-0.17386627,0.008945823,,,,
26,-0.3625457,1.5510801,-0.3456708,1.4088979,-0.16732228,1.3750379,0.08410326,1.3111181,0.32650313,1.3349259,-0.55447716,1.3825896,-0.7914928,1.2947505,-1.0424483,1.3436826,-0.3587126,0.88585526,-0.2901486,0.7736332,-0.22723821,0.44215468,-0.25158936,0.051142395,-0.42286348,0.7831479,-0.50106406,0.43636066,-0.45838672,0.05251509,-0.3406461,1.6122234,-0.4080085,1.6114572,,,,,-0.5404187,0.018098831,,,,,-0.17384043,0.008959591,,,,
27,-0.36251432,1.5511196,-0.34573227,1.4088633,-0.16741443,1.3750207,0.08401847,1.3111802,0.32642773,1.3350177,-0.5545522,1.3825576,-0.791602,1.2947617,-1.0425658,1.3436519,-0.3587371,0.8858345,-0.29018694,0.7736038,-0.22731167,0.44211885,-0.2515318,0.051069975,-0.4229006,0.7831346,-0.5010996,0.43633953,-0.45839828,0.05249363,-0.34069002,1.6123149,-0.40805003,1.6114919,,,,,-0.5404231,0.018066049,,,,,-0.1738205,0.008959234,,,,
28,-0.36249197,1.5511131,-0.34578723,1.4088198,-0.16748679,1.3749939,0.08395687,1.311248,0.3263673,1.3350961,-0.55462873,1.3824847,-0.7916882,1.2947863,-1.0426617,1.3436241,-0.35875982,0.8858168,-0.29022354,0.7735771,-0.22736645,0.44208926,-0.2514884,0.051012397,-0.4229364,0.7831231,-0.501119,0.43631896,-0.4584083,0.052472472,-0.34073552,1.6123828,-0.40809307,1.6115127,,,,,-0.54043156,0.018041253,,,,,-0.17381395,0.00894922,,,,
29,-0.3625163,1.5511012,-0.345851,1.4087706,-0.16756564,1.3749759,0.08388919,1.3113135,0.32630172,1.335184,-0.5546909,1.3824439,-0.79177415,1.2948124,-1.0427682,1.3435439,-0.35879284,0.88578665,-0.2902578,0.7735458,-0.22739923,0.4420586,-0.2514692,0.050962687,-0.4229709,0.783092,-0.5011296,0.4362779,-0.45841363,0.052430034,-0.34082946,1.6124182,-0.4081843,1.6115036,,,,,-0.54043573,0.018004656,,,,,-0.17381099,0.008928716,,,,
30,-0.36253214,1.5510867,-0.34591475,1.4087154,-0.16765028,1.3749595,0.08382133,1.3114167,0.32623395,1.335319,-0.5547736,1.3823726,-0.79188895,1.294833,-1.0429012,1.3434703,-0.35883123,0.88576365,-0.290297,0.7735218,-0.22743195,0.44203666,-0.25145304,0.050917864,-0.42301053,0.7830673,-0.5011333,0.4362388,-0.4584196,0.052388906,-0.3409516,1.6124926,-0.40830153,1.6115217,,,,,-0.5404457,0.01797247,,,,,-0.17381701,0.008903861,,,,
31,-0.36252293,1.5510898,-0.3459741,1.4086647,-0.16772866,1.3749515,0.08375892,1.3115225,0.32616782,1.3354808,-0.5548615,1.3822877,-0.7920127,1.2948283,-1.0430408,1.343385,-0.3588743,0.88575417,-0.29033646,0.77351385,-0.22744995,0.44203395,-0.25145167,0.050891817,-0.42305112,0.78305304,-0.5011308,0.43620855,-0.4584178,0.052355945,-0.3410603,1.6125952,-0.40840515,1.6115549,,,,,-0.5404582,0.01794821,,,,,-0.17382963,0.0088759065,,,,
32,-0.36250463,1.55111,-0.3460337,1.4086282,-0.16779134,1.3749499,0.083709866,1.311615,0.3261084,1.3356267,-0.5549321,1.3822072,-0.7920861,1.2948292,-1.0431287,1.3433069,-0.35890862,0.8857594,-0.29036742,0.77352065,-0.22745216,0.4420476,-0.25145665,0.05088228,-0.42308313,0.783054,-0.5011351,0.43619865,-0.45841867,0.052342117,-0.34113926,1.6126931,-0.40848032,1.6115856,,,,,-0.54046583,0.017941058,,,,,-0.17383014,0.008856297,,,,
33,-0.3625259,1.5511324,-0.34609482,1.4086099,-0.16785128,1.3749875,0.08365372,1.3116915,0.32604685,1.3357606,-0.55499166,1.3821557,-0.7921543,1.2948006,-1.0432129,1.3431947,-0.3589332,0.8857665,-0.29038903,0.77352923,-0.22745064,0.4420614,-0.25145534,0.050875306,-0.42310578,0.7830575,-0.50114745,0.43619728,-0.4584232,0.052334547,-0.341231,1.6127629,-0.4085691,1.6116095,,,,,-0.54046726,0.017941594,,,,,-0.17382011,0.008842707,,,,
34,-0.36250544,1.5511812,-0.34615314,1.4085948,-0.1678923,1.3749998,0.08362681,1.3117895,0.32599965,1.33589,-0.5550221,1.3821328,-0.7921526,1.2949154,-1.043241,1.3431348,-0.35895205,0.88579494,-0.29040405,0.7735595,-0.22745508,0.4420954,-0.25146276,0.050877333,-0.42312217,0.78308105,-0.50117844,0.43622157,-0.4584295,0.052350104,-0.34130952,1.6128691,-0.4086436,1.6116488,,,,,-0.54047316,0.017964244,,,,,-0.17381051,0.008829415,,,,
35,-0.36252818,1.5512273,-0.34621584,1.4086065,-0.1679449,1.3751678,0.083533645,1.3117844,0.325917,1.3360646,-0.5551407,1.3819869,-0.7923745,1.2945849,-1.0434439,1.3429306,-0.35896543,0.8858295,-0.29042658,0.7735879,-0.22745115,0.44213015,-0.25145862,0.050882816,-0.42314512,0.7831177,-0.50121087,0.43626016,-0.4584302,0.052377045,-0.34138805,1.612919,-0.40871945,1.6116707,,,,,-0.5404632,0.017981172,,,,,-0.17380446,0.008825541,,,,
36,-0.36251897,1.5512981,-0.34628436,1.4086225,-0.1679847,1.3751997,0.08350414,1.3118572,0.32587144,1.3362129,-0.5551743,1.3820032,-0.79238343,1.2946496,-1.0434847,1.3428253,-0.35897845,0.8858786,-0.29044187,0.7736352,-0.22745106,0.44218117,-0.2514571,0.050905347,-0.42316142,0.7831655,-0.5012568,0.43631342,-0.45842522,0.052422464,-0.3414363,1.6129987,-0.40876552,1.6117082,,,,,-0.54045326,0.018012106,,,,,-0.173792,0.008829415,,,,
37,-0.36250845,1.5513668,-0.34633768,1.4086578,-0.16799866,1.3752544,0.0834859,1.3118968,0.32583684,1.3363742,-0.55523825,1.3819714,-0.79241747,1.294589,-1.0435281,1.3427125,-0.35899028,0.8859479,-0.29045552,0.77370316,-0.22744896,0.44225222,-0.25144893,0.05094707,-0.42317635,0.7832334,-0.50130326,0.43638694,-0.45841926,0.05248803,-0.34147754,1.6130626,-0.40880448,1.611742,,,,,-0.54043615,0.018056154,,,,,-0.17378357,0.008849561,,,,
38,-0.36253405,1.5514362,-0.34640834,1.4087032,-0.16803092,1.3753294,0.083445966,1.3119419,0.3257821,1.3365371,-0.55529726,1.3819885,-0.79245436,1.2945428,-1.0435799,1.3425882,-0.3590083,0.8860253,-0.2904755,0.7737794,-0.22745244,0.4423309,-0.25144002,0.05099666,-0.42319772,0.78331023,-0.5013498,0.43646836,-0.45841318,0.052559078,-0.3415461,1.6131237,-0.40887097,1.6117818,,,,,-0.54041415,0.018099368,,,,,-0.17377993,0.008871794,,,,
39,-0.36257693,1.5515106,-0.3464872,1.4087564,-0.16805898,1.3753772,0.08341345,1.3119895,0.32573,1.3366888,-0.55537623,1.38198,-0.79247785,1.2944515,-1.0436023,1.342495,-0.35902524,0.8861182,-0.2904947,0.7738713,-0.22745982,0.4424237,-0.25143433,0.05106151,-0.42321816,0.78340393,-0.50140333,0.43656826,-0.45841396,0.0526492,-0.34162,1.6131823,-0.408943,1.6118324,,,,,-0.54039365,0.018157005,,,,,-0.17377505,0.008904338,,,,
40,-0.3626585,1.5515711,-0.34656984,1.4088163,-0.16810803,1.3754532,0.08336508,1.3120614,0.32566893,1.3368512,-0.5554416,1.3820167,-0.7925083,1.2943988,-1.0436435,1.342383,-0.35904542,0.8861999,-0.29051763,0.77395165,-0.22747084,0.4425046,-0.25142944,0.051120818,-0.4232421,0.78348666,-0.5014464,0.43665415,-0.45842448,0.052726507,-0.34171554,1.613216,-0.4090374,1.6118706,,,,,-0.5403836,0.018204927,,,,,-0.17376554,0.008938253,,,,
41,-0.36277133,1.5516135,-0.34666464,1.4088825,-0.16815871,1.3755286,0.083313584,1.3121161,0.32560164,1.3370037,-0.5555185,1.3820488,-0.79253864,1.2943038,-1.0436769,1.3422661,-0.35906658,0.8862908,-0.2905456,0.77403885,-0.22749618,0.44259018,-0.2514324,0.05118102,-0.42327097,0.783581,-0.5014958,0.43675125,-0.4584454,0.052812517,-0.34182486,1.6132202,-0.40914568,1.6119041,,,,,-0.54037774,0.01824385,,,,,-0.17376563,0.008964419,,,,
42,-0.3629125,1.5516477,-0.3467695,1.4089491,-0.16822603,1.3755901,0.0832558,1.3121898,0.32552978,1.3371574,-0.55560076,1.3820987,-0.79257154,1.2942076,-1.0437123,1.3421515,-0.35908931,0.88637954,-0.2905801,0.7741211,-0.227537,0.44266868,-0.25143403,0.051235378,-0.4233058,0.7836764,-0.50153977,0.43684596,-0.45846662,0.052896917,-0.3419574,1.6132219,-0.40927696,1.6119457,,,,,-0.54037035,0.018274605,,,,,-0.1737696,0.00899291,,,,
43,-0.363078,1.5516598,-0.3468778,1.409004,-0.16830857,1.3756313,0.08319318,1.3122793,0.32545412,1.3373172,-0.5556843,1.3821561,-0.7926062,1.2941107,-1.0437493,1.342036,-0.35911646,0.88646024,-0.2906241,0.77419215,-0.22758766,0.44273618,-0.2514304,0.051279426,-0.42334968,0.7837671,-0.5015735,0.43693006,-0.4584797,0.05297345,-0.34211308,1.6132138,-0.40943098,1.6119857,,,,,-0.540359,0.018295646,,,,,-0.17377341,0.009019494,,,,
44,-0.36326054,1.5516461,-0.34698284,1.4090445,-0.16839981,1.3756576,0.08312702,1.3123777,0.32537326,1.3374858,-0.5557666,1.3822131,-0.79264164,1.2940159,-1.0437876,1.34192,-0.35915124,0.8865339,-0.29067898,0.77425426,-0.22763693,0.4427976,-0.25142407,0.05131787,-0.42340386,0.7838527,-0.50158155,0.4369992,-0.45848003,0.053037405,-0.3422903,1.6131938,-0.40960607,1.6120151,,,,,-0.54034126,0.018303454,,,,,-0.17377578,0.009041429,,,,
45,-0.36341962,1.5516403,-0.3470792,1.4090726,-0.16849175,1.3756713,0.08306262,1.3124774,0.32529104,1.3376607,-0.55584455,1.3822668,-0.7926776,1.293925,-1.0438269,1.3418036,-0.35919353,0.88659966,-0.29074025,0.77430886,-0.22768226,0.44285405,-0.25141943,0.051351547,-0.42346436,0.78392947,-0.5015624,0.4370507,-0.4584753,0.053084016,-0.34245652,1.6131765,-0.40977004,1.61203,,,,,-0.54032326,0.01830399,,,,,-0.1737772,0.009058893,,,,
46,-0.3635853,1.551625,-0.34717414,1.4090925,-0.16858836,1.3756824,0.082993954,1.3125713,0.3252035,1.3378286,-0.55592287,1.3823164,-0.7927164,1.293833,-1.0438685,1.3416885,-0.35924,0.8866527,-0.2908013,0.7743535,-0.22773215,0.44289944,-0.25141877,0.05137384,-0.42352477,0.7839913,-0.50153005,0.43708318,-0.45847133,0.053110838,-0.34263745,1.6131549,-0.40994844,1.6120343,,,,,-0.5403091,0.018298924,,,,,-0.1737792,0.009074271,,,,
47,-0.36375943,1.5515983,-0.34726757,1.4091055,-0.16868716,1.3756949,0.08292094,1.3126549,0.3251101,1.3379817,-0.5560022,1.3823549,-0.79276025,1.2937373,-1.0439124,1.3415836,-0.35929012,0.8866922,-0.29086497,0.7743852,-0.2277861,0.44293135,-0.25142312,0.051383257,-0.42358762,0.7840394,-0.5014943,0.4371007,-0.45846903,0.053120553,-0.34283003,1.613122,-0.41013837,1.6120234,,,,,-0.54029727,0.018285215,,,,,-0.17378055,0.009085596,,,,
48,-0.36393812,1.5515635,-0.34735608,1.4091134,-0.16878153,1.3757098,0.08284968,1.3127286,0.32501668,1.3381279,-0.55608094,1.3823762,-0.7928105,1.2936406,-1.0439608,1.3414861,-0.3593473,0.886718,-0.2909392,0.774401,-0.22783954,0.44294915,-0.25143394,0.05137968,-0.42366052,0.78407586,-0.5014576,0.43710482,-0.45846865,0.05311364,-0.34302223,1.6130751,-0.4103284,1.6119978,,,,,-0.54028875,0.01826787,,,,,-0.17378458,0.0090866685,,,,
49,-0.36410022,1.551532,-0.34743583,1.4091161,-0.16886735,1.3757205,0.082784355,1.3127863,0.3249279,1.3382684,-0.55615425,1.3823861,-0.79286546,1.2935545,-1.0440141,1.3413979,-0.3594116,0.8867326,-0.29102138,0.774405,-0.22789483,0.44295648,-0.25144744,0.05136442,-0.42374098,0.7841016,-0.50141853,0.43709713,-0.45846623,0.05309105,-0.34320107,1.6130211,-0.41050535,1.6119554,,,,,-0.54028285,0.018251002,,,,,-0.17379174,0.009079993,,,,
50,-0.36424237,1.5515041,-0.34750918,1.4091089,-0.16895002,1.3757155,0.08272079,1.3128247,0.32483894,1.3384013,-0.55622405,1.3823929,-0.79292685,1.293488,-1.0440737,1.3413293,-0.35947725,0.8867349,-0.29109955,0.7744,-0.22795182,0.44295353,-0.2514573,0.05133784,-0.42381793,0.7841123,-0.50137717,0.43707663,-0.4584603,0.053049862,-0.34336877,1.6129622,-0.4106714,1.6118932,,,,,-0.5402766,0.018227577,,,,,-0.17380068,0.009065449,,,,
